Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,122.44999694824219,123.44000244140625,121.70999908447266,122.80999755859375,121.93441009521484,849200
2021-01-04,122.54000091552734,123.23999786376953,116.4800033569336,117.06999969482422,116.23534393310547,2315600
2021-01-05,117.04000091552734,117.94999694824219,115.9800033569336,117.16999816894531,116.33462524414062,1994200
2021-01-06,115.9000015258789,123.13999938964844,115.9000015258789,122.29000091552734,121.41812896728516,1578300
2021-01-07,121.4000015258789,123.02999877929688,121.04000091552734,122.0199966430664,121.1500473022461,1463800
2021-01-08,121.95999908447266,123.80000305175781,121.19999694824219,122.41000366210938,121.53726959228516,1755100
2021-01-11,121.31999969482422,122.08999633789062,120.4000015258789,120.87000274658203,120.00824737548828,1856200
2021-01-12,120.05999755859375,122.43000030517578,119.80000305175781,121.16000366210938,120.29618835449219,1581200
2021-01-13,119.76000213623047,120.98999786376953,118.55000305175781,119.16000366210938,118.31044006347656,1300400
2021-01-14,119.41000366210938,119.7699966430664,116.0199966430664,117.06999969482422,116.23534393310547,2574100
2021-01-15,115.48999786376953,117.37000274658203,114.19000244140625,116.97000122070312,116.13605499267578,1425700
2021-01-19,117.0199966430664,117.80999755859375,113.33999633789062,113.9800033569336,113.16736602783203,2300200
2021-01-20,114.18000030517578,116.91000366210938,113.8499984741211,115.05999755859375,114.23966217041016,2413900
2021-01-21,115.29000091552734,116.52999877929688,114.37000274658203,115.38999938964844,114.56731414794922,1010000
2021-01-22,114.94999694824219,115.44999694824219,112.44999694824219,113.33000183105469,112.52201080322266,1583600
2021-01-25,112.58000183105469,114.0199966430664,111.0999984741211,113.54000091552734,112.73050689697266,1708000
2021-01-26,113.4800033569336,114.47000122070312,111.22000122070312,111.66000366210938,110.8639144897461,1214200
2021-01-27,109.58000183105469,111.0999984741211,107.22000122070312,107.88999938964844,107.12078094482422,2699400
2021-01-28,110.05999755859375,116.1500015258789,109.3499984741211,113.79000091552734,112.97872161865234,2445900
2021-01-29,111.95999908447266,112.97000122070312,110.37999725341797,111.29000091552734,110.49655151367188,2381500
2021-02-01,112.63999938964844,113.13999938964844,111.27999877929688,112.41000366210938,111.60856628417969,1412100
2021-02-02,113.47000122070312,116.87000274658203,113.08000183105469,116.27999877929688,115.45097351074219,1645700
2021-02-03,116.30999755859375,118.91999816894531,116.0,117.69000244140625,116.85092163085938,2184000
2021-02-04,118.05999755859375,120.44999694824219,117.58999633789062,118.75,117.90336608886719,1693600
2021-02-05,120.19999694824219,120.63999938964844,117.81999969482422,118.72000122070312,117.87357330322266,1389000
2021-02-08,118.95999908447266,120.72000122070312,117.86000061035156,120.66000366210938,119.79974365234375,1441400
2021-02-09,120.5999984741211,120.79000091552734,119.63999938964844,120.05000305175781,119.194091796875,1103200
2021-02-10,120.61000061035156,120.83999633789062,119.69000244140625,120.27999877929688,119.42245483398438,1214000
2021-02-11,120.95999908447266,123.41999816894531,120.51000213623047,121.87999725341797,121.01103973388672,1559300
2021-02-12,120.94000244140625,122.05999755859375,118.54000091552734,119.08999633789062,118.24092864990234,890700
2021-02-16,119.16000366210938,120.44000244140625,118.02999877929688,119.93000030517578,119.07495880126953,1102600
2021-02-17,119.33999633789062,119.94000244140625,118.16999816894531,119.47000122070312,118.61823272705078,1297900
2021-02-18,118.30999755859375,120.9000015258789,117.68000030517578,120.20999908447266,119.35295104980469,1838900
2021-02-19,120.29000091552734,120.87999725341797,118.66999816894531,118.94999694824219,118.10193634033203,1755500
